INSTNM,CONTROL,DEBT_MDN,C150_4_POOLED_SUPP,RPY_3YR_RT_SUPP,UGDS
Isothermal Community College,1,PS,NA,0.125698324,1056
James Sprunt Community College,1,5125,NA,0.2014388489,761
Johnson C Smith University,2,20500,0.3829,0.264781491,1047
Johnston Community College,1,6045,NA,0.3009708738,2998
Lees-McRae College,2,12000,0.4518,0.5526315789,817
Lenoir Community College,1,PS,NA,PS,1311
Lenoir-Rhyne University,2,15750,0.5119,0.6327272727,1348
Leons Beauty School Inc,3,PS,NA,NA,129
Livingstone College,2,26000,0.2644,0.1564310545,798
Louisburg College,2,9500,NA,0.2195121951,413
Mars Hill University,2,18172,0.4143,0.4903737259,995
Martin Community College,1,PS,NA,PS,302
Mayland Community College,1,PS,NA,0.3553719008,371
McDowell Technical Community College,1,PS,NA,0.2545454545,614
Meredith College,2,20066,0.6642,0.6607981221,1288
Methodist University,2,12500,0.405,0.4725806452,1425
Miller-Motte College-Wilmington,3,10661,0.1742,0.3413775767,152
Mitchell Community College,1,PS,NA,NA,1692
Mitchells Academy,3,4750,NA,0.5562130178,33
Montgomery Community College,1,PS,NA,NA,854
Montreat College,2,13875,0.4113,0.5238095238,750
University of Mount Olive,2,20811,0.481,0.4057259714,1754
College of Wilmington,3,6228,NA,0.2788461538,154
Nash Community College,1,7199,NA,0.2191358025,1422
North Carolina A & T State University,1,20909,0.5592,0.2735210653,11925
University of North Carolina Asheville,1,14138,0.5684,0.6035502959,2790
University of North Carolina at Chapel Hill,1,12989,0.917,0.8061420345,20556
University of North Carolina at Charlotte,1,16500,0.6885,0.5904379806,23567
University of North Carolina at Greensboro,1,16750,0.5794,0.5458994513,13848
North Carolina Central University,1,22000,0.4515,0.2480196668,5400
University of North Carolina School of the Arts,1,19500,0.8057,0.6398713826,902
North Carolina State University at Raleigh,1,17320,0.8464,0.7544807966,26389
North Carolina Wesleyan University,2,19531,0.3941,0.3734177215,1169
University of North Carolina Wilmington,1,15178,0.7254,0.6282699494,14176
Pamlico Community College,1,PS,NA,NA,240
William Peace University,2,15145,0.4361,0.446728972,661
University of North Carolina at Pembroke,1,15500,0.4485,0.4437374414,5386
Pfeiffer University,2,15500,0.3947,0.5455820477,654
Piedmont Community College,1,PS,NA,0.2669491525,707
Pitt Community College,1,8250,NA,0.2436434758,5175
Queens University of Charlotte,2,19500,0.6702,0.5755868545,1362
Randolph Community College,1,PS,NA,NA,1446
Richmond Community College,1,PS,NA,NA,1279
Mid-Atlantic Christian University,2,9500,0.43,0.4,161
Roanoke-Chowan Community College,1,PS,NA,0.1666666667,265
Robeson Community College,1,9250,NA,0.1393034826,1454
Rockingham Community College,1,PS,NA,PS,1071
Rowan-Cabarrus Community College,1,8457,NA,0.2389240506,4073
Saint Augustine's University,2,12750,0.2673,0.2632890365,766
Salem College,2,19500,0.5934,0.5424354244,390
Sampson Community College,1,PS,NA,NA,941
Sandhills Community College,1,PS,NA,PS,2375
Shaw University,2,19000,0.1656,0.1703896104,839
Paul Mitchell the School-Fayetteville,3,9500,NA,0.3973288815,179
St. Andrews University,2,8750,0.2743,0.4105571848,806
Southeastern Community College,1,5500,NA,0.2151898734,821
Southwestern Community College,1,7000,NA,0.3895348837,1304
Stanly Community College,1,PS,NA,NA,1430
Southeastern Baptist Theological Seminary,2,PS,0.494,NA,466
Surry Community College,1,PS,NA,0.4642857143,1445
Alamance Community College,1,PS,NA,NA,2393
Tri-County Community College,1,PS,NA,0.3098591549,435
Vance-Granville Community College,1,4750,NA,0.2893309222,1613
Wake Forest University,2,19500,0.9026,0.8817086528,5471
Wake Technical Community College,1,7000,NA,0.3173625713,18605
Warren Wilson College,2,9500,0.4441,0.6592039801,720
Watts College of Nursing,2,PS,NA,NA,134
Wayne Community College,1,5875,NA,0.2948430493,1998
Western Piedmont Community College,1,3750,NA,0.2850318471,1332
Wilkes Community College,1,5600,NA,0.329787234,1881
Wilson Community College,1,9004,NA,0.3169014085,807
Wingate University,2,12000,0.5065,0.6035578145,2462
Carolina Christian College,2,10000,PS,PS,53
Winston Salem Barber School,3,PS,NA,NA,36
Winston-Salem State University,1,18447,0.4906,0.338790932,4244
Western Carolina University,1,15348,0.5982,0.5945945946,9867
Rasmussen University-North Dakota,3,13000,0.5641,0.3513632366,44
Bismarck State College,1,6750,0.4958,0.7397504456,2629
Dickinson State University,1,11960,0.4389,0.7559322034,1108
Nueta Hidatsa Sahnish College,1,PS,0.1111,NA,139
Josef's School of Hair Skin & Body-Grand Forks,3,6337,NA,0.5606936416,44
University of Jamestown,2,15897,0.4657,0.7509803922,947
Lake Region State College,1,7475,NA,0.5961844197,599
Cankdeska Cikana Community College,1,PS,NA,NA,278
University of Mary,2,18750,0.6603,0.7587301587,2280
Mayville State University,1,12268,0.3736,0.6171875,704
Minot State University,1,11980,0.4637,0.7124814264,2072
University of North Dakota,1,15238,0.632,0.757362356,9296
North Dakota State College of Science,1,8250,NA,0.6672231497,1733
Dakota College at Bottineau,1,8421,NA,0.5552995392,417
North Dakota State University-Main Campus,1,16750,0.6345,0.812988903,9567
Williston State College,1,6500,NA,0.6264705882,686
Sitting Bull College,1,PS,0.2258,NA,226
Trinity Bible College and Graduate School,2,16043,0.3981,0.5674157303,138
Turtle Mountain Community College,2,PS,0.4628,NA,613
United Tribes Technical College,2,PS,0.2009,0.1653225806,532
Valley City State University,1,11761,0.478,0.6954022989,918
ETI Technical College of Niles,3,12255,NA,0.2669322709,182
Air Force Institute of Technology-Graduate School of Engineering & Management,1,NA,NA,NA,NA
Herzing University-Akron,2,11756,0.2143,0.3041105434,378
University of Akron Main Campus,1,15250,0.4796,0.4588626739,10011
University of Akron Wayne College,1,15250,NA,0.4588626739,489
Allegheny Wesleyan College,2,PS,0.4,PS,54
Apollo Career Center,1,5940,NA,0.4047619048,527
Art Academy of Cincinnati,2,11750,0.4756,0.5050505051,254
Ashland County-West Holmes Career Center,1,3666,NA,0.4565217391,35
Ashland University,2,20000,0.6041,0.6762738034,2250
Ashtabula County Technical and Career Campus,1,11224,NA,0.4491017964,161
Athenaeum of Ohio,2,NA,NA,NA,29
Auburn Career Center,1,6348,NA,0.3173076923,234
Aultman College of Nursing and Health Sciences,2,13531,0.6279,0.5622641509,232
Baldwin Wallace University,2,24250,0.6688,0.6657488987,2775
Belmont College,1,5322,NA,0.3180555556,484
Bluffton University,2,19500,0.4761,0.6442748092,595
Bowling Green State University-Firelands,1,17500,0.1097,0.53372835,1134
Bowling Green State University-Main Campus,1,17500,0.6207,0.53372835,12255
Bryant & Stratton College-Parma,2,9500,0.25,0.1873163434,522
Buckeye Hills Career Center,1,6168,NA,0.496,163
Butler Technology and Career Development Schools,1,6396,NA,0.5472527473,483
Canton City Schools Adult Career and Technical Education,1,9500,NA,0.3615384615,87
Capital University,2,20927,0.6328,0.6276378489,1709
Case Western Reserve University,2,21488,0.864,0.8510473235,6108
Cedarville University,2,17500,0.7465,0.8684719536,3815
Central Ohio Technical College,1,6644,0.2745,0.3020326367,1549
Central School of Practical Nursing,2,6100,NA,0.4539473684,56
Central State University,1,13740,0.2549,0.1693376068,3412
Choffin Career  and Technical Center,1,5500,NA,0.4609375,73
The Christ College of Nursing and Health Sciences,2,19500,0.5675,0.5731707317,762
Cincinnati College of Mortuary Science,2,15000,NA,0.5675675676,101
University of Cincinnati-Main Campus,1,12000,0.7179,0.5712218317,29094
Cincinnati State Technical and Community College,1,7966,0.182,0.3190497336,5283
University of Cincinnati-Clermont College,1,12000,0.2327,0.5712218317,2606
University of Cincinnati-Blue Ash College,1,12000,0.1558,0.5712218317,4104
Ohio Christian University,2,21250,0.3378,0.2815442561,816
Clark State College,1,6899,0.2828,0.250691476,3134
Cleveland Institute of Art,2,26500,0.7038,0.5964285714,560
Cleveland Institute of Music,2,18500,0.7547,0.6444444444,193
Cleveland State University,1,15333,0.4892,0.4748499571,9077
Columbiana County Career and Technical Center,1,9245,NA,NA,114
Columbus College of Art & Design,2,20500,0.606,0.588410104,891
Columbus State Community College,1,5993,NA,0.314524278,17128
Cuyahoga Community College District,1,4724,NA,0.2635279459,12641
Davis College,3,11996,PS,0.1618257261,95
Dayton Barber College,3,PS,NA,NA,60
University of Dayton,2,19500,0.8144,0.8415124698,8099
Defiance College,2,11000,0.3916,0.5283018868,454
Denison University,2,21250,0.8235,0.801056338,2398
Edison State Community College,1,9278,NA,0.3310404127,1502
EHOVE Career Center,1,6333,NA,0.4550898204,375
The University of Findlay,2,19500,0.6397,0.7071942446,2240
Franklin University,2,14238,0.3737,0.40040877,5111
Gerbers Akron Beauty School,3,3500,NA,PS,59
Gods Bible School and College,2,5500,0.4731,0.6164383562,285
Good Samaritan College of Nursing and Health Science,2,16013,0.5345,0.6,455
Great Oaks Career Campuses,1,5500,NA,0.5108433735,138
Hannah E Mullins School of Practical Nursing,1,9895,NA,0.4949494949,30
Adult and Community Education-Hudson,1,14250,NA,0.2896825397,37
Hebrew Union College-Jewish Institute of Religion,2,PS,NA,NA,NA
Heidelberg University,2,20500,0.5232,0.642287234,884
Hiram College,2,19500,0.5625,0.5666199158,731
Hobart Institute of Welding Technology,2,5500,NA,0.6506666667,327
Hocking College,1,6701,NA,0.3396497961,1648
Ross Medical Education Center-Cincinnati,3,9389,NA,0.3171806167,91
International College of Broadcasting,3,17234,NA,0.1964285714,44
Eastern Gateway Community College,1,3500,NA,0.2043859649,13293
John Carroll University,2,21500,0.7732,0.7476489028,2228
Hondros College of Nursing,3,12004,NA,0.3100529101,3091
Casal Aveda Institute,3,5206,NA,0.4425287356,93
Kent State University at Ashtabula,1,17500,0.1919,0.4705913244,1314
Kent State University at East Liverpool,1,17500,0.1207,0.4705913244,705
Kent State University at Stark,1,17500,0.2388,0.4705913244,2626
Kent State University at Trumbull,1,17500,0.1931,0.4705913244,1648
Kent State University at Tuscarawas,1,17500,0.31,0.4705913244,1502
Kent State University at Salem,1,17500,0.2007,0.4705913244,1127
Kent State University at Kent,1,17500,0.6511,0.4705913244,19134
Kent State University at Geauga,1,17500,0.2033,0.4705913244,1547
Kenyon College,2,15000,0.8702,0.8681672026,1753
Kettering College,2,19456,0.5667,0.5800376648,543
Lake Erie College,2,13875,0.4197,0.6378676471,678
Lakeland Community College,1,7780,NA,0.2839766082,3143
Collins Career Technical Center,1,9711,NA,0.3556085919,427
James A. Rhodes State College,1,7759,0.3291,0.3744779582,1545
Ohio Business College-Sheffield,3,10000,NA,0.2111416781,165
Ohio Business College-Sandusky,3,10000,NA,0.2111416781,24
Lorain County Community College,1,8917,0.294,0.3102248394,5394
Lourdes University,2,19000,0.4408,0.3479685452,668
Malone University,2,20515,0.5124,0.6322834646,777
Marietta College,2,12000,0.5446,0.7050938338,1035
Marion Technical College,1,5500,0.2233,0.4098360656,1351
Medina County Career Center,1,PS,NA,NA,52
Mercy College of Ohio,2,15084,0.4796,0.5430232558,982
Methodist Theological School in Ohio,2,PS,NA,NA,NA
Miami University-Hamilton,1,16000,0.2049,0.5838356164,2025
Miami University-Middletown,1,16000,0.2355,0.5838356164,871
Miami University-Oxford,1,16000,0.8127,0.5838356164,16361
Moler Hollywood Beauty Academy,3,6333,NA,PS,76
Miami Valley Career Technology Center,1,9111,NA,0.447592068,84
Mount Carmel College of Nursing,2,21000,0.6742,0.7918367347,573
University of Mount Union,2,20500,0.6327,0.7211191336,1785
Mount Vernon Nazarene University,2,19565,0.6624,0.6150662252,1346
Mount St. Joseph University,2,18837,0.529,0.5870901639,1100
Zane State College,1,3995,0.5333,0.2937671861,717
Muskingum University,2,16750,0.559,0.6564593301,1407
National Beauty College,3,5310,NA,0.3225806452,149
North Central State College,1,4500,0.3058,0.425136612,1187
Northern Institute of Cosmetology,3,PS,NA,NA,41
Northwest State Community College,1,5500,NA,0.4284987277,1037
Toledo Public Schools Adult and Continuing Education,1,7317,NA,0.2613065327,33
Notre Dame College,2,15750,0.3929,0.464532872,1049
Northeast Ohio Medical University,1,PS,NA,PS,NA
University of Northwestern Ohio,2,12000,0.5665,0.5405626878,2572
Oberlin College,2,19500,0.8152,0.8158253752,2950
Ohio Technical College,3,9500,NA,0.505389981,331
Ohio Dominican University,2,16557,0.4925,0.4806991988,785
Ohio Northern University,2,24250,0.7332,0.8451290591,2386
Ohio State University Agricultural Technical Institute,1,14500,NA,0.6281889505,431
Ohio State University-Lima Campus,1,14500,0.1956,0.6281889505,656
Ohio State University-Mansfield Campus,1,14500,0.1522,0.6281889505,726
Ohio State University-Marion Campus,1,14500,0.2137,0.6281889505,842
Ohio State University-Newark Campus,1,14500,0.3235,0.6281889505,2302
Ohio State Beauty Academy,3,5500,NA,0.368159204,96
Ohio State College of Barber Styling,3,8750,NA,0.181372549,323
The Spa School,3,7814,NA,0.5418994413,117
Ohio State School of Cosmetology-Canal Winchester,3,9700,NA,0.3969072165,50
Ohio State University-Main Campus,1,14500,0.8788,0.6281889505,44617
Ohio University-Eastern Campus,1,15332,0.1799,0.5229866104,305
Ohio University-Chillicothe Campus,1,15332,0.1543,0.5229866104,777
Ohio University-Southern Campus,1,15332,0.2044,0.5229866104,461
Ohio University-Lancaster Campus,1,15332,0.1313,0.5229866104,657
Ohio University-Main Campus,1,15332,0.6573,0.5229866104,18456
Ohio University-Zanesville Campus,1,15332,0.1818,0.5229866104,526
East Ohio College,3,10583,NA,0.3288590604,149
Trinity Health System School of Nursing,2,11625,NA,0.6043956044,25
Ohio Wesleyan University,2,21500,0.6399,0.7687776141,1450
Otterbein University,2,20500,0.6927,0.6993006993,2055
Owens Community College,1,8731,NA,0.2953449555,4184
Paramount Beauty Academy,3,7917,NA,0.2342342342,53
Cuyahoga Valley Career Center,1,12534,NA,0.4437086093,90
Payne Theological Seminary,2,PS,NA,NA,NA
Pontifical College Josephinum,2,PS,0.3559,PS,45
Professional Skills Institute,3,12667,0.7059,0.3723196881,402
Firelands Regional Medical Center School of Nursing,2,10000,NA,0.7676767677,71
Rabbinical College Telshe,2,PS,0.347,NA,57
Raphael's School of Beauty Culture Inc-Niles,3,6251,NA,0.2362869198,145
Fortis College-Centerville,3,12949,NA,0.2004830918,460
University of Rio Grande,2,11750,0.352,0.3235445647,795
The Modern College of Design,3,12000,0.5837,0.7321428571,189
Shawnee State University,1,12885,0.3867,0.3728315201,2300
Sinclair Community College,1,5500,0.3116,0.3001137457,12585
Stark State College,1,6886,NA,0.2433539694,5803
Stautzenberger College-Maumee,3,13127,NA,0.2423907028,520
Franciscan University of Steubenville,2,18590,0.7669,0.755952381,2775
Southern State Community College,1,7433,NA,0.2951219512,751
Terra State Community College,1,8557,NA,0.285915493,1120
Tiffin Academy of Hair Design,3,6412,NA,0.3037974684,46
Tiffin University,2,15795,0.441,0.2327348066,1938
University of Toledo,1,14750,0.5523,0.470817942,10244
Tri-State Bible College,2,PS,NA,PS,14
Tri-County Adult Career Center,1,PS,NA,NA,24
Tri-Rivers Career Center,1,9500,NA,0.5222222222,162
United Theological Seminary,2,PS,NA,PS,NA
Upper Valley Career Center,1,6333,NA,0.4285714286,113
Ursuline College,2,21938,0.5027,0.5301003344,630
The North Coast College,3,24225,0.3265,0.3708920188,0
Walsh University,2,20000,0.6014,0.6626213592,1294
Washington State College of Ohio,1,6750,0.3211,0.396713615,1002
Wilberforce University,2,12000,0.319,0.3621730382,602
Wilmington College,2,14782,0.5301,0.6394948335,924
Winebrenner Theological Seminary,2,PS,NA,NA,NA
Wittenberg University,2,23252,0.5559,0.7128205128,1269
The College of Wooster,2,21115,0.7379,0.7438596491,1876
Wright State University-Main Campus,1,15854,0.4479,0.5337291561,6330
Wright State University-Lake Campus,1,15854,0.4251,0.5337291561,984
Xavier University,2,18750,0.7204,0.734502924,4723
Youngstown State University,1,15750,0.51,0.3928376162,7340
Bacone College,2,12832,0.0542,0.3480176211,106
Oklahoma Wesleyan University,2,16679,0.3134,0.6086956522,663
Southern Nazarene University,2,17337,0.5291,0.609375,1459
Pontotoc Technology Center,1,PS,NA,NA,68
Cameron University,1,11000,0.2315,0.3904399323,2534
Carl Albert State College,1,6496,NA,0.402866242,1215
Central Oklahoma College,3,6254,NA,0.3269230769,467
University of Central Oklahoma,1,13000,0.3637,0.5496923364,10132
Connors State College,1,8500,NA,0.3364806867,1672
East Central University,1,11250,0.3198,0.4799068142,2157
Eastern Oklahoma State College,1,8750,NA,0.3249651325,950
Redlands Community College,1,5500,NA,0.3928571429,857
Formations Institute,3,5500,NA,0.4166666667,48
Eves College of Hairstyling,3,6333,NA,0.2268041237,83
Randall University,2,13250,0.1818,0.4887218045,262
Langston University,1,11664,0.2035,0.274566474,1743
Murray State College,1,8886,NA,0.3740740741,1517
Spartan College of Aeronautics and Technology,3,14726,0.63,0.4491833031,744
Northeastern State University,1,12000,0.3761,0.5253731343,4636
Northern Oklahoma College,1,7375,NA,0.4451583295,1865
Northeastern Oklahoma A&M College,1,7277,NA,0.3775071633,1583
Northwestern Oklahoma State University,1,11000,0.307,0.5615034169,1468
Oklahoma State University Center for Health Sciences,1,PS,NA,NA,NA
Oklahoma Christian University,2,18500,0.5599,0.7415048544,1897
University of Oklahoma-Health Sciences Center,1,15500,NA,0.6822807543,1143
Oklahoma Panhandle State University,1,7500,0.2404,0.51,997
Oklahoma State University-Main Campus,1,15500,0.6539,0.6438698916,20814
Oklahoma State University-Oklahoma City,1,8989,0.13,0.3713884993,3424
Oklahoma Baptist University,2,15363,0.5191,0.7034482759,1292
Oklahoma City Community College,1,5668,NA,0.4022063893,9578
